Entry,Run ,Rate1,Rate2,Rate3,IllevoInjury
1056,2,7,6,7,
1057,2,4,7,,
1058,2,9,7,,
1059,2,7,9,9,
1060,2,6,7,,
1061,2,6,6,,
1062,2,8,7,7,
1063,2,9,8,8,
1064,2,7,8,9,
1065,2,6,7,8,
1066,2,8,8,8,
1067,2,8,8,8,
1068,2,9,9,9,
1069,2,7,8,8,
1070,2,8,8,,
1071,2,8,,,
1072,2,8,8,,
1073,2,7,7,,
1074,2,9,9,9,
1075,2,8,8,8,
1076,2,7,8,8,
1077,2,8,8,8,
1078,2,8,8,,
1079,2,9,8,8,
1080,2,9,9,9,
1081,2,1,,,
1082,2,9,9,,
1083,2,9,,,
1084,2,8,8,8,
1085,2,9,10,10,
1086,2,9,10,10,
1087,2,8,7,7,
1088,2,6,7,7,
1089,2,7,8,8,
1090,2,1,8,8,
1091,2,8,,,
1092,2,6,8,8,
1093,2,1,9,9,
1094,2,6,6,8,
1095,2,6,6,5,
1096,2,7,8,8,
1097,2,8,8,8,
1098,2,7,8,,
1099,2,9,9,8,
1100,2,10,7,9,
1101,2,10,10,10,
1102,2,9,9,9,
1103,2,7,8,9,
1104,2,9,9,9,
1105,2,1,10,,
1106,2,7,7,7,
1107,2,6,6,8,
1108,2,6,7,,
1109,2,6,7,7,
1110,2,8,8,8,
1111,2,6,6,7,
1112,2,7,8,,
1113,2,8,8,7,
1114,2,6,6,6,
1115,2,8,8,8,
1116,2,6,6,6,
1117,2,8,9,9,
1118,2,6,8,8,
1119,2,9,9,7,
1120,2,8,7,8,
1121,2,6,7,8,
1122,2,5,7,6,
1123,2,5,8,8,
1124,2,1,5,8,
1125,2,6,6,3,
1126,2,7,1,1,
1127,2,6,6,8,
1128,2,7,8,8,
1129,2,6,7,,
1130,2,6,,,
1131,2,7,,,
1132,2,,,,
1133,2,7,7,,
1134,2,7,6,,
1135,2,8,9,9,
1136,2,7,7,,
1137,2,6,7,8,
1138,2,6,7,7,
1139,2,6,7,6,
1140,2,1,6,6,
1141,2,7,7,6,
1142,2,8,8,8,
1143,2,6,6,6,
1144,2,7,8,9,
1145,2,6,5,7,
1146,2,2,,,
1147,2,6,6,,
1148,2,6,6,,
1149,2,6,7,,
1150,2,8,8,,
1151,2,7,7,8,
1152,2,6,7,,
1153,2,6,6,7,
1154,2,7,6,6,
1155,2,6,8,,
1156,2,4,6,5,
1157,2,,,,
1158,2,8,,,
1159,2,7,,,
1160,2,7,7,,
1161,2,,,,
1162,2,8,8,,
1163,2,2,,,
1164,2,1,,,
1165,2,7,,,
1166,2,6,6,8,
1167,2,4,8,,
1168,2,0,,,
1169,2,1,,,
1170,2,8,8,8,
1171,2,7,,,
1172,2,0,,,
1173,2,8,,,
1174,2,9,8,9,
1175,2,8,8,8,
1176,2,8,7,7,
1177,2,5,6,7,
1178,2,0,,,
1179,2,6,6,,
1180,2,2,,,
1181,2,6,7,,
1182,2,8,8,7,
1183,2,6,5,8,
1184,2,6,7,6,
1185,2,7,8,7,
1186,2,7,7,7,
1187,2,7,7,8,
1188,2,1,7,,
1189,2,8,7,7,
1190,2,6,6,,
1191,2,4,4,7,
1192,2,8,8,5,
1193,2,6,6,8,
1194,2,5,6,8,
1195,2,8,9,6,
1196,2,9,8,8,
1197,2,9,9,9,
1198,2,1,6,7,
1199,2,8,7,7,
1200,2,6,8,7,
1201,2,6,7,7,
1202,2,8,8,7,
1203,2,7,7,7,
1204,2,7,7,7,
1205,2,8,8,,
1206,2,9,8,8,
1207,2,8,8,6,
1208,2,0,,,
1209,2,7,9,6,
1210,2,8,7,,
1211,2,6,7,8,
1212,2,3,7,,
1213,2,0,,,
1214,2,6,7,,
1215,2,6,,,
1216,2,6,7,7,
1217,2,8,6,,
1218,2,8,8,7,
1219,2,6,9,8,
1220,2,6,7,7,
1221,2,7,7,7,
1222,2,8,8,8,
1223,2,7,9,9,
1224,2,6,7,7,
1225,2,7,9,8,
1226,2,8,8,8,
1227,2,9,8,8,
1228,2,5,7,,
1229,2,6,6,6,
1230,2,4,5,6,
1231,2,,,,
1232,2,3,3,8,
1233,2,7,9,,
1234,2,5,7,,
1235,2,6,,,
1236,2,6,6,7,
1237,2,6,5,6,
1238,2,7,7,,
1239,2,8,,,
1240,2,7,7,,
1241,2,8,,,
1242,2,2,,,
1243,2,7,,,
1244,2,5,6,7,
1245,2,6,5,,
1246,2,9,9,,
1247,2,8,7,8,
1248,2,7,8,7,
1249,2,5,,,
1250,2,7,8,8,
1251,2,5,6,,
1252,2,6,,,
1253,2,9,8,8,
1254,2,1,8,8,
1255,2,9,9,8,
1256,2,9,9,8,
1257,2,6,,,
1258,2,7,7,7,
1259,2,9,8,8,
1260,2,9,9,9,
1261,2,6,6,7,
1262,2,8,8,,
1263,2,9,9,,
1264,2,7,8,5,
1265,2,7,8,8,
1266,2,6,5,7,
1267,2,7,7,7,
1268,2,7,8,4,
1269,2,7,8,8,
1270,2,7,8,8,
1271,2,0,,,
1272,2,7,7,7,
1273,2,8,8,7,
1274,2,7,7,7,
1275,2,7,7,7,
1276,2,8,8,8,
1277,2,7,7,,
1278,2,6,7,,
1279,2,8,8,8,
1280,2,6,6,6,
1281,2,5,7,,
1282,2,7,5,7,
1283,2,8,7,5,
1284,2,9,9,9,
1285,2,7,9,9,
1286,2,9,9,8,
1287,2,9,10,10,
1288,2,6,6,7,
1289,2,7,8,8,
1290,2,0,,,
1291,2,7,7,7,
1292,2,6,7,8,
1293,2,8,7,8,
1294,2,6,7,7,
1295,2,7,8,,
1296,2,8,8,9,
1297,2,1,8,8,
1298,2,7,,,
1299,2,8,8,8,
1300,2,8,8,8,
1301,2,9,9,,
1302,2,7,,,
1303,2,9,9,,
1304,2,9,9,9,
1305,2,9,9,9,
1306,2,9,9,8,
1307,2,7,8,8,
1308,2,6,6,,
1309,2,9,9,8,
1310,2,7,7,,
1311,2,7,8,8,
1312,2,5,8,,
1313,2,8,8,8,
1314,2,8,7,8,
1315,2,9,9,9,
1316,2,7,8,8,
1317,2,7,7,7,
1318,2,8,9,8,
1319,2,8,8,,
1320,2,9,9,9,
1321,2,6,8,,
1322,2,7,7,8,
1323,2,1,9,8,
1324,2,9,9,,
1325,2,9,8,9,
1326,2,9,9,9,
1327,2,4,4,5,
1328,2,7,7,7,
1329,2,8,8,7,
1330,2,8,8,7,
1331,2,7,7,7,
1332,2,2,5,5,
1333,2,6,7,7,
1334,2,8,8,7,
1335,2,7,8,8,
1336,2,7,7,8,
1337,2,8,8,8,
1338,2,3,7,8,
1339,2,8,8,8,
1340,2,5,5,5,
1341,2,5,5,5,
1342,2,6,6,7,
1343,2,4,4,4,
1344,2,7,8,8,
1345,2,7,7,7,
1346,2,6,7,7,
1347,2,6,6,7,
1348,2,4,4,5,
1349,2,5,7,7,
1350,2,6,7,7,
1351,2,6,6,6,
1352,2,4,5,5,
1353,2,7,7,7,
1354,2,5,5,5,
1355,2,4,7,6,
1356,2,5,5,5,
1357,2,4,4,8,
1358,2,8,8,7,
1359,2,8,7,7,
1360,2,8,8,8,
1361,2,8,8,9,
1362,2,7,7,7,
1363,2,8,8,8,
1364,2,7,7,7,
1365,2,8,,,
1366,2,8,7,7,
1367,2,4,,,
1368,2,6,6,7,
1369,2,4,4,,
1370,2,8,8,8,
1371,2,8,8,8,
1372,2,6,4,,
1373,2,5,7,7,
1374,2,8,7,7,
1375,2,8,8,8,
1376,2,5,6,6,
1377,2,8,8,8,
1378,2,6,6,6,
1379,2,8,8,7,
1380,2,4,4,5,
1381,2,7,7,8,
1382,2,8,8,,
1383,2,7,5,,
1384,2,3,6,8,
1385,2,6,6,7,
1386,2,3,3,6,
1387,2,6,7,,
1388,2,6,7,8,
1389,2,6,6,6,
1390,2,5,4,,
1391,2,4,4,5,
1392,2,4,6,6,
1393,2,6,7,,
1394,2,4,4,5,
1395,2,6,6,7,
1396,2,7,7,8,
1397,2,9,9,8,
1398,2,8,6,7,
1399,2,7,7,7,
1400,2,4,5,5,
1401,2,3,6,,
1402,2,6,7,7,
1403,2,6,6,7,
1404,2,7,7,7,
1405,2,7,7,7,
1406,2,4,4,5,
1407,2,7,7,7,
1408,2,8,8,8,
1409,2,8,7,7,
1410,2,9,8,8,
1411,2,7,7,7,
1412,2,5,5,6,
1413,2,7,6,7,
1414,2,1,8,7,
1415,2,7,7,8,
1416,2,8,8,7,
1417,2,6,7,7,
1418,2,5,6,7,
1419,2,7,,,
1420,2,6,7,7,
1421,2,7,7,7,
1422,2,4,5,7,
1423,2,8,8,8,
1424,2,8,8,8,
1425,2,8,8,8,
1426,2,7,7,8,
1427,2,4,5,6,
1428,2,6,7,7,
1429,2,8,8,,
1430,2,7,7,8,
1431,2,7,7,,
1432,2,8,8,8,
1433,2,8,8,7,
1434,2,5,6,7,
1435,2,8,8,8,
1436,2,8,7,7,
1437,2,8,8,,
1438,2,6,7,7,
1439,2,5,7,7,
1440,2,7,7,7,
1441,2,7,,,
1442,2,7,8,3,
1443,2,8,8,8,
1444,2,8,8,9,
1445,2,8,9,8,
1446,2,8,8,8,
1447,2,4,5,5,
1448,2,6,6,6,
1449,2,5,5,7,
1450,2,4,5,5,
1451,2,7,7,7,
1452,2,6,6,6,
1453,2,7,7,6,
1454,2,3,6,,
1455,2,4,7,7,
1456,2,6,6,7,
1457,2,1,1,6,
1458,2,6,7,6,
1459,2,6,7,7,
1460,2,6,6,7,
1461,2,7,7,8,
1462,2,6,4,5,
1463,2,5,6,7,
1464,2,6,6,6,
1465,2,5,5,5,
1466,2,9,8,8,
1467,2,7,7,7,
1468,2,8,8,8,
1469,2,6,7,7,
1470,2,4,5,,
1471,2,8,7,7,
1472,2,4,6,6,
1473,2,6,6,7,
1474,2,1,7,7,
1475,2,8,8,7,
1476,2,7,8,8,
1477,2,6,7,7,
1478,2,7,7,7,
1479,2,7,7,7,
1480,2,6,7,7,
1481,2,8,8,4,
1482,2,7,7,7,
1483,2,6,7,7,
1484,2,6,6,6,
1485,2,5,5,5,
1486,2,6,,,
1487,2,6,6,7,
1488,2,7,7,8,
1489,2,6,6,5,
1490,2,6,6,7,
1491,2,6,6,6,
1492,2,4,6,7,
1493,2,4,6,6,
1494,2,7,7,7,
1495,2,6,7,7,
1496,2,6,6,6,
1497,2,5,6,6,
1498,2,4,8,8,
1499,2,8,8,8,
1500,2,4,5,5,
1501,2,8,7,7,
1502,2,7,7,7,
1503,2,7,7,6,
1504,2,5,6,6,
1505,2,7,6,7,
1506,2,5,5,5,
1507,2,9,9,7,
1508,2,7,8,8,
1509,2,6,8,8,
1510,2,8,8,6,
1511,2,9,8,,
1512,2,5,5,,
1513,2,9,9,8,
1514,2,9,9,8,
1515,2,10,9,9,
1516,2,7,7,7,
1517,2,7,8,8,
1518,2,8,8,,
1519,2,8,9,8,
1520,2,5,,,
1521,2,8,7,_,
1522,2,8,8,5,
1523,2,7,8,,
1524,2,6,6,,
1525,2,7,7,7,
1526,2,7,7,7,
1527,2,7,6,7,
1528,2,9,9,9,
1529,2,9,8,9,
1530,2,7,7,,
1531,2,4,5,5,
1532,2,5,5,5,
1533,2,8,7,6,
1534,2,4,7,7,
1535,2,8,8,8,
1536,2,7,8,7,
1537,2,8,,,
1538,2,6,7,7,
1539,2,8,7,,
1540,2,8,8,8,
1541,2,4,4,7,
1542,2,7,7,8,
1543,2,6,7,8,
1544,2,8,8,7,
1545,2,7,7,7,
1546,2,5,6,,
1547,2,8,7,7,
1548,2,6,7,7,
1549,2,7,7,7,
1550,2,7,7,7,
1551,2,6,8,8,
1552,2,7,7,7,
1553,2,4,4,5,
1554,2,8,7,7,
1555,2,7,7,7,
1556,2,7,7,8,
1557,2,5,7,7,
1558,2,8,8,8,
1559,2,6,7,7,
1560,2,7,7,8,
1561,2,7,7,5,
1562,2,5,5,5,
1563,2,2,8,,
1564,2,5,6,6,
1565,2,6,7,7,
1566,2,8,8,6,
1567,2,7,8,8,
1568,2,6,6,7,
1569,2,4,6,6,
1570,2,5,5,7,
1571,2,6,7,7,
1572,2,4,6,6,
1573,2,4,4,5,
1574,2,8,6,,
1575,2,3,5,5,
1576,2,7,7,7,
1577,2,4,4,5,
1578,2,3,5,5,
1579,2,7,7,9,
1580,2,7,7,,
1581,2,8,8,8,
1582,2,7,7,6,
1583,2,7,8,8,
1584,2,7,8,8,
1585,2,7,7,7,
1586,2,8,8,8,
1587,2,8,8,8,
1588,2,4,,,
1589,2,9,8,,
1590,2,3,4,,
1591,2,8,8,8,
1592,2,9,8,8,
1593,2,5,8,,
1594,2,7,7,8,
1595,2,8,,,
1596,2,9,8,8,
1597,2,7,7,7,
1598,2,7,6,7,
1599,2,8,7,7,
1600,2,8,8,7,
1601,2,5,5,,
1602,2,7,,,
1603,2,6,7,,
1604,2,3,6,7,
1605,2,7,6,,
1606,2,,,,
1607,2,6,6,,
1608,2,6,6,8,
1609,2,6,6,,
1610,2,7,7,,
1611,2,7,7,,
1612,2,5,5,5,
1613,2,6,4,,
1614,2,2,7,7,
1615,2,4,4,5,
1616,2,8,8,8,
1617,2,6,7,7,
1618,2,7,7,8,
1619,2,6,7,,
1620,2,7,8,8,
1621,2,6,6,7,
1622,2,4,4,7,
1623,2,7,7,7,
1624,2,4,8,7,
1625,2,7,7,7,
1626,2,6,6,7,
1627,2,8,7,5,
1628,2,8,8,8,
1629,2,4,7,7,
1630,2,3,7,7,
1631,2,7,8,8,
1632,2,7,7,,
1633,2,6,6,6,
1634,2,6,7,,
1635,2,8,8,7,
1636,2,7,8,8,
1637,2,8,7,7,
1638,2,5,7,7,
1639,2,6,6,6,
1640,2,8,7,7,
1641,2,7,6,,
1642,2,8,8,7,
1643,2,4,7,7,
1644,2,8,8,,
1645,2,6,7,8,
1646,2,8,8,8,
1647,2,8,8,7,
1648,2,6,6,7,
1649,2,7,7,7,
1650,2,8,8,7,
1651,2,8,8,4,
1652,2,7,7,6,
1653,2,8,8,7,
1654,2,6,6,8,
1655,2,4,7,,
1656,2,8,8,8,
1657,2,6,6,7,
1658,2,8,7,7,
1659,2,8,8,8,
1660,2,7,7,,
1661,2,8,8,8,
1662,2,7,7,7,
1663,2,6,7,7,
1664,2,8,8,7,
1665,2,8,8,6,
1666,2,8,8,8,
1667,2,8,8,8,
1668,2,4,5,5,
1669,2,7,7,7,
1670,2,4,4,5,
1671,2,4,4,5,
1672,2,6,6,,
1673,2,5,6,7,
1674,2,3,6,6,
1675,2,7,7,7,
1676,2,6,,,
1677,2,7,7,,
1678,2,7,7,,
1679,2,6,6,,
1680,2,7,8,7,
1681,2,7,7,,
1682,2,4,5,,
1683,2,6,,,
1684,2,7,6,,
1685,2,5,7,,
1686,2,5,,,
1687,2,7,,,
1688,2,8,,,
1689,2,7,7,7,
1690,2,8,8,,
1691,2,4,6,,
1692,2,7,7,7,
1693,2,6,6,7,
1694,2,6,7,7,
1695,2,6,6,6,
1696,2,8,8,8,
1697,2,6,7,7,
1698,2,4,8,7,
1699,2,7,7,7,
1700,2,7,4,5,
1701,2,7,7,7,
1702,2,7,6,,
1703,2,7,7,,
1704,2,8,8,7,
1705,2,4,5,6,
1706,2,6,6,6,
1707,2,1,1,4,
1708,2,8,,7,
1709,2,7,7,7,
1710,2,6,7,,
1711,2,6,6,6,
1712,2,6,6,7,
1713,2,6,6,,
1714,2,6,7,7,
1715,2,6,6,,
1716,2,5,6,7,
1717,2,6,6,6,
1718,2,5,6,6,
1719,2,8,8,8,
1720,2,6,7,7,
1721,2,8,8,8,
1722,2,8,8,8,
1723,2,7,7,,
1724,2,6,6,7,
1725,2,5,5,5,
1726,2,7,7,,
1727,2,6,6,7,
1728,2,9,8,9,
1729,2,9,8,8,
1730,2,9,8,9,
1731,2,6,6,6,
1732,2,3,8,8,
1733,2,7,8,7,
1734,2,5,6,,
1735,2,7,8,8,
1736,2,9,9,8,
1737,2,8,8,7,
1738,2,8,8,7,
1739,2,8,7,_,
1740,2,7,4,7,
1741,2,5,4,,
1742,2,8,,,
1743,2,8,,,
1744,2,,,,
1745,2,7,7,,
1746,2,3,5,5,
1747,2,8,9,8,
1748,2,8,8,8,
1749,2,10,9,,
1750,2,7,7,9,
1751,2,9,9,8,
1752,2,5,5,8,
1753,2,8,8,4,
1754,2,6,6,8,
1755,2,9,8,6,
1756,2,7,7,7,
1757,2,9,10,7,
1758,2,9,8,8,
1759,2,8,8,8,
1760,2,8,7,8,
1761,2,8,7,,
1762,2,6,4,4,
1763,2,8,8,7,
1764,2,8,9,8,
1765,2,8,9,,
1766,2,7,7,,
1767,2,7,7,8,
1768,2,8,8,8,
1769,2,5,7,7,
1770,2,7,7,7,
1771,2,6,6,7,
1772,2,6,6,7,
1773,2,6,7,7,
1774,2,4,4,4,
1775,2,8,8,8,
1776,2,7,7,,
1777,2,8,8,8,
1778,2,5,5,6,
1779,2,7,7,8,
1780,2,3,4,5,
1781,2,8,8,8,
1782,2,5,8,8,
1783,2,5,5,6,
1784,2,8,8,,
1785,2,5,5,5,
1786,2,4,4,7,
1787,2,7,7,7,
1788,2,8,8,7,
1789,2,7,7,8,
1790,2,7,7,7,
1791,2,4,7,7,
1792,2,5,5,7,
1793,2,6,7,,
1794,2,6,6,6,
1795,2,7,5,,
1796,2,4,4,,
1797,2,7,7,6,
1798,2,4,4,5,
1799,2,6,6,,
1800,2,8,8,8,
1801,2,7,7,,
1802,2,8,8,8,
1803,2,8,8,8,
1804,2,7,6,8,
1805,2,7,7,8,
1806,2,8,8,7,
1807,2,8,8,8,
1808,2,6,6,7,
1809,2,5,5,5,
1810,2,9,9,,
1811,2,3,4,,
1812,2,4,7,,
1813,2,8,,,
1814,2,5,8,8,
1815,2,8,7,7,
1816,2,2,8,,
1817,2,7,8,7,
1818,2,8,7,7,
1819,2,7,8,8,
1820,2,4,7,,
1821,2,8,6,7,
1822,2,7,,,
1823,2,6,7,7,
1824,2,7,6,6,
1825,2,5,8,,
1826,2,8,5,,
1827,2,7,7,7,
1828,2,7,,,
1829,2,6,,,
1830,2,2,6,6,
1831,2,6,6,,
1832,2,8,6,7,
1833,2,5,7,,
1834,2,6,6,6,
1835,2,7,,,
1836,2,5,6,,
1837,2,7,7,7,
1838,2,8,8,,
1839,2,7,7,7,
1840,2,6,7,7,
1841,2,1,6,6,
1842,2,3,4,,
1843,2,6,,,
1844,2,4,4,,
1845,2,7,,,
1846,2,7,7,7,
1847,2,6,6,7,
1848,2,7,7,,
1849,2,3,7,,
1850,2,6,,,
1851,2,7,8,,
1852,2,7,7,,
1853,2,,,,
1854,2,6,5,5,
1855,2,4,6,7,
1856,2,8,8,,
1857,2,8,8,8,
1858,2,7,7,7,
1859,2,7,7,7,
1860,2,7,8,7,
1861,2,6,,,
1862,2,8,8,8,
1863,2,8,,,
1864,2,4,5,8,
1865,2,8,7,8,
1866,2,7,8,7,
1867,2,7,,,
1868,2,8,7,7,
1869,2,7,8,7,
1870,2,8,8,7,
1871,2,8,8,7,
1872,2,4,6,,
1873,2,8,,,
1874,2,6,7,,
1875,2,7,8,7,
1876,2,8,,,
1877,2,7,8,7,
1878,2,8,8,,
1879,2,8,8,,
1880,2,3,8,9,
1881,2,8,,,
1882,2,8,8,8,
1883,2,2,8,8,
1884,2,6,6,7,
1885,2,6,6,7,
1886,2,9,9,8,
1887,2,,,,
1888,2,,,,
1889,2,5,5,5,
1890,2,7,7,7,
1891,2,6,6,6,
1892,2,4,4,,
1893,2,5,5,,
1894,2,6,6,,
1895,2,6,6,7,
1896,2,6,6,,
1897,2,4,5,6,
1898,2,7,,,
1899,2,4,,,
1900,2,3,6,6,
1901,2,6,7,7,
1902,2,6,6,6,
1903,2,4,5,7,
1904,2,4,,,
1905,2,4,3,,
1906,2,5,5,,
1907,2,3,4,,
1908,2,8,7,,
1909,2,8,8,8,
1910,2,8,8,7,
1911,2,5,6,6,
1912,2,6,,,
1913,2,8,8,8,
1914,2,4,5,5,
1915,2,3,6,7,
1916,2,6,7,,
1917,2,8,8,8,
1918,2,7,7,,
1919,2,8,8,7,
1920,2,7,7,7,
1921,2,7,7,6,
1922,2,7,6,,
1923,2,8,8,7,
1924,2,8,8,7,
1925,2,8,8,8,
1926,2,7,7,,
1927,2,4,6,7,
1928,2,5,5,5,
1929,2,6,6,6,
1930,2,6,6,7,
1931,2,6,5,,
1932,2,6,6,7,
1933,2,6,6,,
1934,2,6,7,,
1935,2,6,7,7,
1936,2,4,5,,
1937,2,,,,
1938,2,7,7,7,
1939,2,6,6,,
1940,2,8,8,8,
1941,2,6,7,7,
1942,2,6,8,7,
1943,2,7,7,7,
1944,2,6,6,6,
1945,2,8,8,7,
1946,2,6,6,6,
1947,2,7,7,7,
1948,2,6,6,7,
1949,2,8,8,8,
1950,2,8,8,8,
1951,2,8,8,8,
1952,2,5,6,8,
1953,2,8,8,8,
1954,2,9,9,6,
1955,2,10,9,,
1956,2,7,8,8,
1957,2,8,8,,
1958,2,6,6,8,
1959,2,6,7,7,
1960,2,8,8,8,
1961,2,10,8,8,
1962,2,5,5,5,
1963,2,9,9,8,
1964,2,6,6,6,
1965,2,6,7,8,
1966,2,7,7,7,
1967,2,5,5,6,
1968,2,9,10,9,
1969,2,10,9,9,
1970,2,10,9,8,
1971,2,7,7,6,
1972,2,10,9,7,
1973,2,5,5,5,
1974,2,6,7,6,
1975,2,4,4,4,
1976,2,7,7,7,
1977,2,,,,
1978,2,9,9,,
1979,2,9,9,8,
1980,2,9,9,7,
1981,2,8,8,9,
1982,2,9,8,8,
1983,2,5,5,4,
1984,2,8,8,8,
1985,2,8,8,8,
1986,2,8,9,,
1987,2,7,8,8,
1988,2,4,7,7,
1989,2,9,9,8,
1,1,10,10,10,
2,1,10,10,10,
3,1,10,8,10,
4,1,10,10,.,
5,1,10,9,7,
6,1,10,10,10,
7,1,10,10,.,
8,1,10,8,.,
9,1,10,10,.,
10,1,10,10,10,
11,1,10,10,7,
12,1,10,10,7,
13,1,10,10,10,
14,1,10,10,10,
15,1,7,10,10,
16,1,.,.,.,
17,1,10,10,10,
18,1,10,10,10,
19,1,10,10,10,
20,1,10,10,10,
21,1,10,10,10,
22,1,10,10,.,
23,1,10,10,10,
24,1,10,10,10,
25,1,8,7,.,yes
26,1,10,7,8,yes
27,1,8,7,.,yes
28,1,10,.,.,yes
29,1,10,10,10,yes
30,1,10,10,10,
31,1,10,10,10,
32,1,10,10,10,
33,1,10,10,10,
34,1,10,10,.,
35,1,10,10,10,
36,1,10,10,10,
37,1,10,10,10,
38,1,10,10,10,
39,1,10,10,10,
40,1,9,.,.,
41,1,6,8,8,
42,1,9,.,.,
43,1,9,.,.,
44,1,.,.,.,
45,1,10,.,.,
46,1,9,9,10,
47,1,.,.,.,
48,1,10,10,10,
49,1,10,10,.,
50,1,10,10,.,
51,1,10,10,10,
52,1,7,7,.,
53,1,10,10,.,
54,1,10,10,10,
55,1,8,8,.,
56,1,10,10,10,
57,1,10,10,.,
58,1,6,6,.,
59,1,6,6,.,
60,1,8,8,7,yes
61,1,9,9,.,yes
62,1,9,9,.,yes
63,1,6,6,.,yes
64,1,7,7,.,yes
65,1,7,7,.,
66,1,.,.,.,
